Created as New Dataset,Sample 001 By Dylan Kletzing Tuesday, March 11, 2025
cm-1,A
3675.00,0.2843
3674.00,0.2844
3673.00,0.2848
3672.00,0.2850
3671.00,0.2849
3670.00,0.2848
3669.00,0.2848
3668.00,0.2850
3667.00,0.2852
3666.00,0.2853
3665.00,0.2854
3664.00,0.2856
3663.00,0.2861
3662.00,0.2867
3661.00,0.2876
3660.00,0.2886
3659.00,0.2899
3658.00,0.2915
3657.00,0.2933
3656.00,0.2954
3655.00,0.2977
3654.00,0.3000
3653.00,0.3022
3652.00,0.3040
3651.00,0.3055
3650.00,0.3064
3649.00,0.3066
3648.00,0.3063
3647.00,0.3056
3646.00,0.3046
3645.00,0.3036
3644.00,0.3025
3643.00,0.3015
3642.00,0.3006
3641.00,0.2997
3640.00,0.2989
3639.00,0.2980
3638.00,0.2972
3637.00,0.2963
3636.00,0.2956
3635.00,0.2947
3634.00,0.2938
3633.00,0.2929
3632.00,0.2921
3631.00,0.2914
3630.00,0.2906
3629.00,0.2898
3628.00,0.2891
3627.00,0.2887
3626.00,0.2884
3625.00,0.2878
3624.00,0.2873
3623.00,0.2871
3622.00,0.2869
3621.00,0.2866
3620.00,0.2861
3619.00,0.2857
3618.00,0.2854
3617.00,0.2854
3616.00,0.2855
3615.00,0.2854
3614.00,0.2852
3613.00,0.2850
3612.00,0.2848
3611.00,0.2846
3610.00,0.2844
3609.00,0.2842
3608.00,0.2838
3607.00,0.2833
3606.00,0.2826
3605.00,0.2820
3604.00,0.2813
3603.00,0.2806
3602.00,0.2798
3601.00,0.2787
3600.00,0.2776
3599.00,0.2765
3598.00,0.2754
3597.00,0.2746
3596.00,0.2738
3595.00,0.2731
3594.00,0.2724
3593.00,0.2717
3592.00,0.2710
3591.00,0.2706
3590.00,0.2703
3589.00,0.2699
3588.00,0.2693
3587.00,0.2686
3586.00,0.2681
3585.00,0.2678
3584.00,0.2676
3583.00,0.2673
3582.00,0.2670
3581.00,0.2667
3580.00,0.2665
3579.00,0.2663
3578.00,0.2661
3577.00,0.2660
3576.00,0.2658
3575.00,0.2655
3574.00,0.2651
3573.00,0.2647
3572.00,0.2645
3571.00,0.2645
3570.00,0.2646
3569.00,0.2646
3568.00,0.2645
3567.00,0.2642
3566.00,0.2640
3565.00,0.2637
3564.00,0.2634
3563.00,0.2632
3562.00,0.2630
3561.00,0.2628
3560.00,0.2628
3559.00,0.2626
3558.00,0.2624
3557.00,0.2620
3556.00,0.2616
3555.00,0.2613
3554.00,0.2612
3553.00,0.2612
3552.00,0.2611
3551.00,0.2611
3550.00,0.2611
3549.00,0.2611
3548.00,0.2612
3547.00,0.2613
3546.00,0.2613
3545.00,0.2613
3544.00,0.2614
3543.00,0.2615
3542.00,0.2616
3541.00,0.2616
3540.00,0.2614
3539.00,0.2612
3538.00,0.2611
3537.00,0.2611
3536.00,0.2612
3535.00,0.2613
3534.00,0.2615
3533.00,0.2615
3532.00,0.2615
3531.00,0.2615
3530.00,0.2615
3529.00,0.2615
3528.00,0.2615
3527.00,0.2615
3526.00,0.2615
3525.00,0.2615
3524.00,0.2616
3523.00,0.2617
3522.00,0.2617
3521.00,0.2616
3520.00,0.2616
3519.00,0.2616
3518.00,0.2616
3517.00,0.2617
3516.00,0.2618
3515.00,0.2619
3514.00,0.2620
3513.00,0.2621
3512.00,0.2622
3511.00,0.2623
3510.00,0.2625
3509.00,0.2627
3508.00,0.2629
3507.00,0.2631
3506.00,0.2631
3505.00,0.2630
3504.00,0.2630
3503.00,0.2630
3502.00,0.2631
3501.00,0.2633
3500.00,0.2635
3499.00,0.2636
3498.00,0.2637
3497.00,0.2637
3496.00,0.2636
3495.00,0.2636
3494.00,0.2636
3493.00,0.2638
3492.00,0.2639
3491.00,0.2640
3490.00,0.2641
3489.00,0.2641
3488.00,0.2642
3487.00,0.2643
3486.00,0.2644
3485.00,0.2647
3484.00,0.2649
3483.00,0.2652
3482.00,0.2654
3481.00,0.2655
3480.00,0.2656
3479.00,0.2658
3478.00,0.2659
3477.00,0.2660
3476.00,0.2661
3475.00,0.2663
3474.00,0.2665
3473.00,0.2667
3472.00,0.2669
3471.00,0.2671
3470.00,0.2673
3469.00,0.2675
3468.00,0.2677
3467.00,0.2679
3466.00,0.2680
3465.00,0.2681
3464.00,0.2683
3463.00,0.2685
3462.00,0.2688
3461.00,0.2690
3460.00,0.2690
3459.00,0.2690
3458.00,0.2690
3457.00,0.2691
3456.00,0.2692
3455.00,0.2694
3454.00,0.2697
3453.00,0.2700
3452.00,0.2703
3451.00,0.2706
3450.00,0.2707
3449.00,0.2709
3448.00,0.2712
3447.00,0.2717
3446.00,0.2723
3445.00,0.2728
3444.00,0.2732
3443.00,0.2735
3442.00,0.2738
3441.00,0.2742
3440.00,0.2745
3439.00,0.2748
3438.00,0.2750
3437.00,0.2753
3436.00,0.2756
3435.00,0.2758
3434.00,0.2759
3433.00,0.2759
3432.00,0.2758
3431.00,0.2756
3430.00,0.2754
3429.00,0.2753
3428.00,0.2753
3427.00,0.2754
3426.00,0.2754
3425.00,0.2753
3424.00,0.2752
3423.00,0.2751
3422.00,0.2751
3421.00,0.2750
3420.00,0.2751
3419.00,0.2751
3418.00,0.2751
3417.00,0.2752
3416.00,0.2752
3415.00,0.2752
3414.00,0.2752
3413.00,0.2752
3412.00,0.2752
3411.00,0.2754
3410.00,0.2754
3409.00,0.2754
3408.00,0.2754
3407.00,0.2755
3406.00,0.2756
3405.00,0.2758
3404.00,0.2760
3403.00,0.2761
3402.00,0.2763
3401.00,0.2765
3400.00,0.2767
3399.00,0.2767
3398.00,0.2768
3397.00,0.2769
3396.00,0.2771
3395.00,0.2772
3394.00,0.2773
3393.00,0.2773
3392.00,0.2773
3391.00,0.2774
3390.00,0.2776
3389.00,0.2777
3388.00,0.2777
3387.00,0.2777
3386.00,0.2779
3385.00,0.2781
3384.00,0.2784
3383.00,0.2787
3382.00,0.2789
3381.00,0.2791
3380.00,0.2793
3379.00,0.2794
3378.00,0.2795
3377.00,0.2795
3376.00,0.2796
3375.00,0.2799
3374.00,0.2802
3373.00,0.2805
3372.00,0.2807
3371.00,0.2809
3370.00,0.2812
3369.00,0.2815
3368.00,0.2818
3367.00,0.2821
3366.00,0.2823
3365.00,0.2826
3364.00,0.2829
3363.00,0.2831
3362.00,0.2832
3361.00,0.2833
3360.00,0.2835
3359.00,0.2838
3358.00,0.2841
3357.00,0.2841
3356.00,0.2840
3355.00,0.2838
3354.00,0.2837
3353.00,0.2838
3352.00,0.2840
3351.00,0.2840
3350.00,0.2839
3349.00,0.2838
3348.00,0.2836
3347.00,0.2834
3346.00,0.2832
3345.00,0.2829
3344.00,0.2825
3343.00,0.2821
3342.00,0.2817
3341.00,0.2814
3340.00,0.2813
3339.00,0.2812
3338.00,0.2812
3337.00,0.2811
3336.00,0.2808
3335.00,0.2805
3334.00,0.2802
3333.00,0.2799
3332.00,0.2795
3331.00,0.2792
3330.00,0.2791
3329.00,0.2791
3328.00,0.2792
3327.00,0.2792
3326.00,0.2790
3325.00,0.2787
3324.00,0.2784
3323.00,0.2782
3322.00,0.2781
3321.00,0.2779
3320.00,0.2778
3319.00,0.2778
3318.00,0.2778
3317.00,0.2777
3316.00,0.2775
3315.00,0.2773
3314.00,0.2773
3313.00,0.2774
3312.00,0.2775
3311.00,0.2775
3310.00,0.2774
3309.00,0.2772
3308.00,0.2772
3307.00,0.2771
3306.00,0.2772
3305.00,0.2773
3304.00,0.2774
3303.00,0.2775
3302.00,0.2774
3301.00,0.2773
3300.00,0.2772
3299.00,0.2771
3298.00,0.2771
3297.00,0.2770
3296.00,0.2769
3295.00,0.2767
3294.00,0.2766
3293.00,0.2765
3292.00,0.2765
3291.00,0.2765
3290.00,0.2765
3289.00,0.2766
3288.00,0.2767
3287.00,0.2767
3286.00,0.2767
3285.00,0.2767
3284.00,0.2768
3283.00,0.2768
3282.00,0.2768
3281.00,0.2768
3280.00,0.2769
3279.00,0.2770
3278.00,0.2771
3277.00,0.2771
3276.00,0.2772
3275.00,0.2773
3274.00,0.2776
3273.00,0.2779
3272.00,0.2781
3271.00,0.2781
3270.00,0.2781
3269.00,0.2781
3268.00,0.2783
3267.00,0.2786
3266.00,0.2787
3265.00,0.2788
3264.00,0.2788
3263.00,0.2788
3262.00,0.2790
3261.00,0.2791
3260.00,0.2791
3259.00,0.2792
3258.00,0.2793
3257.00,0.2796
3256.00,0.2799
3255.00,0.2802
3254.00,0.2804
3253.00,0.2806
3252.00,0.2807
3251.00,0.2808
3250.00,0.2809
3249.00,0.2811
3248.00,0.2814
3247.00,0.2818
3246.00,0.2823
3245.00,0.2827
3244.00,0.2831
3243.00,0.2835
3242.00,0.2840
3241.00,0.2845
3240.00,0.2848
3239.00,0.2851
3238.00,0.2855
3237.00,0.2860
3236.00,0.2866
3235.00,0.2872
3234.00,0.2877
3233.00,0.2882
3232.00,0.2888
3231.00,0.2893
3230.00,0.2899
3229.00,0.2905
3228.00,0.2912
3227.00,0.2920
3226.00,0.2927
3225.00,0.2932
3224.00,0.2937
3223.00,0.2944
3222.00,0.2953
3221.00,0.2963
3220.00,0.2971
3219.00,0.2979
3218.00,0.2987
3217.00,0.2996
3216.00,0.3006
3215.00,0.3016
3214.00,0.3027
3213.00,0.3038
3212.00,0.3048
3211.00,0.3057
3210.00,0.3067
3209.00,0.3079
3208.00,0.3092
3207.00,0.3104
3206.00,0.3115
3205.00,0.3124
3204.00,0.3132
3203.00,0.3142
3202.00,0.3152
3201.00,0.3162
3200.00,0.3172
3199.00,0.3182
3198.00,0.3193
3197.00,0.3205
3196.00,0.3215
3195.00,0.3224
3194.00,0.3232
3193.00,0.3240
3192.00,0.3248
3191.00,0.3257
3190.00,0.3264
3189.00,0.3271
3188.00,0.3278
3187.00,0.3285
3186.00,0.3292
3185.00,0.3298
3184.00,0.3303
3183.00,0.3308
3182.00,0.3314
3181.00,0.3320
3180.00,0.3326
3179.00,0.3331
3178.00,0.3336
3177.00,0.3339
3176.00,0.3341
3175.00,0.3342
3174.00,0.3343
3173.00,0.3344
3172.00,0.3345
3171.00,0.3346
3170.00,0.3348
3169.00,0.3351
3168.00,0.3352
3167.00,0.3352
3166.00,0.3352
3165.00,0.3351
3164.00,0.3351
3163.00,0.3351
3162.00,0.3352
3161.00,0.3353
3160.00,0.3354
3159.00,0.3354
3158.00,0.3354
3157.00,0.3353
3156.00,0.3353
3155.00,0.3353
3154.00,0.3353
3153.00,0.3353
3152.00,0.3352
3151.00,0.3351
3150.00,0.3350
3149.00,0.3351
3148.00,0.3353
3147.00,0.3355
3146.00,0.3355
3145.00,0.3355
3144.00,0.3355
3143.00,0.3356
3142.00,0.3357
3141.00,0.3357
3140.00,0.3358
3139.00,0.3359
3138.00,0.3360
3137.00,0.3362
3136.00,0.3365
3135.00,0.3368
3134.00,0.3371
3133.00,0.3373
3132.00,0.3373
3131.00,0.3374
3130.00,0.3374
3129.00,0.3375
3128.00,0.3376
3127.00,0.3378
3126.00,0.3382
3125.00,0.3387
3124.00,0.3392
3123.00,0.3397
3122.00,0.3400
3121.00,0.3402
3120.00,0.3406
3119.00,0.3412
3118.00,0.3418
3117.00,0.3424
3116.00,0.3431
3115.00,0.3437
3114.00,0.3444
3113.00,0.3449
3112.00,0.3456
3111.00,0.3465
3110.00,0.3476
3109.00,0.3487
3108.00,0.3498
3107.00,0.3509
3106.00,0.3521
3105.00,0.3533
3104.00,0.3545
3103.00,0.3557
3102.00,0.3570
3101.00,0.3583
3100.00,0.3597
3099.00,0.3609
3098.00,0.3621
3097.00,0.3633
3096.00,0.3644
3095.00,0.3654
3094.00,0.3664
3093.00,0.3677
3092.00,0.3692
3091.00,0.3709
3090.00,0.3726
3089.00,0.3742
3088.00,0.3759
3087.00,0.3778
3086.00,0.3800
3085.00,0.3824
3084.00,0.3848
3083.00,0.3873
3082.00,0.3900
3081.00,0.3928
3080.00,0.3956
3079.00,0.3984
3078.00,0.4011
3077.00,0.4037
3076.00,0.4064
3075.00,0.4093
3074.00,0.4121
3073.00,0.4148
3072.00,0.4173
3071.00,0.4199
3070.00,0.4226
3069.00,0.4256
3068.00,0.4288
3067.00,0.4322
3066.00,0.4358
3065.00,0.4396
3064.00,0.4437
3063.00,0.4478
3062.00,0.4518
3061.00,0.4555
3060.00,0.4590
3059.00,0.4621
3058.00,0.4651
3057.00,0.4680
3056.00,0.4709
3055.00,0.4737
3054.00,0.4765
3053.00,0.4793
3052.00,0.4820
3051.00,0.4847
3050.00,0.4875
3049.00,0.4903
3048.00,0.4928
3047.00,0.4952
3046.00,0.4972
3045.00,0.4989
3044.00,0.5003
3043.00,0.5016
3042.00,0.5029
3041.00,0.5044
3040.00,0.5060
3039.00,0.5081
3038.00,0.5105
3037.00,0.5132
3036.00,0.5163
3035.00,0.5197
3034.00,0.5234
3033.00,0.5276
3032.00,0.5320
3031.00,0.5365
3030.00,0.5412
3029.00,0.5460
3028.00,0.5509
3027.00,0.5559
3026.00,0.5611
3025.00,0.5665
3024.00,0.5722
3023.00,0.5782
3022.00,0.5844
3021.00,0.5907
3020.00,0.5974
3019.00,0.6045
3018.00,0.6122
3017.00,0.6203
3016.00,0.6288
3015.00,0.6373
3014.00,0.6460
3013.00,0.6550
3012.00,0.6645
3011.00,0.6747
3010.00,0.6856
3009.00,0.6971
3008.00,0.7092
3007.00,0.7217
3006.00,0.7347
3005.00,0.7483
3004.00,0.7626
3003.00,0.7777
3002.00,0.7935
3001.00,0.8102
3000.00,0.8281
2999.00,0.8473
2998.00,0.8677
2997.00,0.8893
2996.00,0.9119
2995.00,0.9361
2994.00,0.9619
2993.00,0.9896
2992.00,1.0194
2991.00,1.0517
2990.00,1.0865
2989.00,1.1232
2988.00,1.1610
2987.00,1.1999
2986.00,1.2407
2985.00,1.2835
2984.00,1.3268
2983.00,1.3687
2982.00,1.4081
2981.00,1.4450
2980.00,1.4789
2979.00,1.5091
2978.00,1.5347
2977.00,1.5551
2976.00,1.5706
2975.00,1.5823
2974.00,1.5912
2973.00,1.5975
2972.00,1.6007
2971.00,1.6020
2970.00,1.6038
2969.00,1.6071
2968.00,1.6109
2967.00,1.6142
2966.00,1.6176
2965.00,1.6223
2964.00,1.6280
2963.00,1.6330
2962.00,1.6365
2961.00,1.6393
2960.00,1.6424
2959.00,1.6457
2958.00,1.6477
2957.00,1.6470
2956.00,1.6442
2955.00,1.6417
2954.00,1.6417
2953.00,1.6443
2952.00,1.6470
2951.00,1.6474
2950.00,1.6455
2949.00,1.6426
2948.00,1.6406
2947.00,1.6400
2946.00,1.6404
2945.00,1.6408
2944.00,1.6412
2943.00,1.6428
2942.00,1.6468
2941.00,1.6525
2940.00,1.6572
2939.00,1.6598
2938.00,1.6618
2937.00,1.6656
2936.00,1.6723
2935.00,1.6802
2934.00,1.6874
2933.00,1.6935
2932.00,1.6999
2931.00,1.7071
2930.00,1.7135
2929.00,1.7173
2928.00,1.7195
2927.00,1.7232
2926.00,1.7299
2925.00,1.7369
2924.00,1.7409
2923.00,1.7417
2922.00,1.7416
2921.00,1.7411
2920.00,1.7379
2919.00,1.7305
2918.00,1.7202
2917.00,1.7094
2916.00,1.6997
2915.00,1.6918
2914.00,1.6852
2913.00,1.6788
2912.00,1.6721
2911.00,1.6656
2910.00,1.6603
2909.00,1.6562
2908.00,1.6527
2907.00,1.6499
2906.00,1.6479
2905.00,1.6462
2904.00,1.6442
2903.00,1.6415
2902.00,1.6379
2901.00,1.6338
2900.00,1.6297
2899.00,1.6269
2898.00,1.6256
2897.00,1.6247
2896.00,1.6230
2895.00,1.6210
2894.00,1.6197
2893.00,1.6188
2892.00,1.6169
2891.00,1.6145
2890.00,1.6132
2889.00,1.6134
2888.00,1.6130
2887.00,1.6106
2886.00,1.6071
2885.00,1.6039
2884.00,1.6009
2883.00,1.5981
2882.00,1.5961
2881.00,1.5961
2880.00,1.5976
2879.00,1.5989
2878.00,1.5992
2877.00,1.5990
2876.00,1.5996
2875.00,1.6015
2874.00,1.6047
2873.00,1.6083
2872.00,1.6111
2871.00,1.6126
2870.00,1.6131
2869.00,1.6131
2868.00,1.6124
2867.00,1.6115
2866.00,1.6118
2865.00,1.6142
2864.00,1.6181
2863.00,1.6218
2862.00,1.6245
2861.00,1.6272
2860.00,1.6314
2859.00,1.6371
2858.00,1.6426
2857.00,1.6465
2856.00,1.6491
2855.00,1.6508
2854.00,1.6509
2853.00,1.6487
2852.00,1.6456
2851.00,1.6439
2850.00,1.6432
2849.00,1.6409
2848.00,1.6354
2847.00,1.6278
2846.00,1.6197
2845.00,1.6117
2844.00,1.6039
2843.00,1.5978
2842.00,1.5938
2841.00,1.5909
2840.00,1.5873
2839.00,1.5822
2838.00,1.5753
2837.00,1.5659
2836.00,1.5533
2835.00,1.5381
2834.00,1.5208
2833.00,1.5004
2832.00,1.4755
2831.00,1.4461
2830.00,1.4137
2829.00,1.3802
2828.00,1.3469
2827.00,1.3149
2826.00,1.2848
2825.00,1.2559
2824.00,1.2273
2823.00,1.1993
2822.00,1.1724
2821.00,1.1467
2820.00,1.1219
2819.00,1.0974
2818.00,1.0734
2817.00,1.0506
2816.00,1.0292
2815.00,1.0089
2814.00,0.9892
2813.00,0.9696
2812.00,0.9503
2811.00,0.9317
2810.00,0.9137
2809.00,0.8961
2808.00,0.8788
2807.00,0.8621
2806.00,0.8462
2805.00,0.8314
2804.00,0.8172
2803.00,0.8033
2802.00,0.7896
2801.00,0.7761
2800.00,0.7633
2799.00,0.7510
2798.00,0.7393
2797.00,0.7278
2796.00,0.7165
2795.00,0.7055
2794.00,0.6948
2793.00,0.6845
2792.00,0.6744
2791.00,0.6645
2790.00,0.6547
2789.00,0.6450
2788.00,0.6352
2787.00,0.6255
2786.00,0.6161
2785.00,0.6071
2784.00,0.5985
2783.00,0.5899
2782.00,0.5815
2781.00,0.5733
2780.00,0.5655
2779.00,0.5580
2778.00,0.5508
2777.00,0.5439
2776.00,0.5374
2775.00,0.5313
2774.00,0.5256
2773.00,0.5203
2772.00,0.5155
2771.00,0.5113
2770.00,0.5075
2769.00,0.5042
2768.00,0.5010
2767.00,0.4980
2766.00,0.4953
2765.00,0.4930
2764.00,0.4911
2763.00,0.4896
2762.00,0.4881
2761.00,0.4869
2760.00,0.4857
2759.00,0.4847
2758.00,0.4838
2757.00,0.4830
2756.00,0.4822
2755.00,0.4815
2754.00,0.4809
2753.00,0.4805
2752.00,0.4803
2751.00,0.4802
2750.00,0.4802
2749.00,0.4805
2748.00,0.4810
2747.00,0.4818
2746.00,0.4826
2745.00,0.4837
2744.00,0.4850
2743.00,0.4867
2742.00,0.4887
2741.00,0.4911
2740.00,0.4938
2739.00,0.4968
2738.00,0.5002
2737.00,0.5040
2736.00,0.5081
2735.00,0.5126
2734.00,0.5170
2733.00,0.5214
2732.00,0.5257
2731.00,0.5295
2730.00,0.5325
2729.00,0.5345
2728.00,0.5353
2727.00,0.5353
2726.00,0.5348
2725.00,0.5339
2724.00,0.5326
2723.00,0.5309
2722.00,0.5288
2721.00,0.5265
2720.00,0.5240
2719.00,0.5213
2718.00,0.5181
2717.00,0.5144
2716.00,0.5104
2715.00,0.5061
2714.00,0.5019
2713.00,0.4979
2712.00,0.4939
2711.00,0.4902
2710.00,0.4867
2709.00,0.4837
2708.00,0.4811
2707.00,0.4790
2706.00,0.4774
2705.00,0.4760
2704.00,0.4750
2703.00,0.4742
2702.00,0.4738
2701.00,0.4736
2700.00,0.4737
2699.00,0.4741
2698.00,0.4748
2697.00,0.4757
2696.00,0.4768
2695.00,0.4781
2694.00,0.4795
2693.00,0.4810
2692.00,0.4826
2691.00,0.4843
2690.00,0.4858
2689.00,0.4871
2688.00,0.4881
2687.00,0.4891
2686.00,0.4899
2685.00,0.4905
2684.00,0.4908
2683.00,0.4910
2682.00,0.4912
2681.00,0.4914
2680.00,0.4914
2679.00,0.4913
2678.00,0.4911
2677.00,0.4910
2676.00,0.4908
2675.00,0.4905
2674.00,0.4902
2673.00,0.4898
2672.00,0.4893
2671.00,0.4886
2670.00,0.4878
2669.00,0.4866
2668.00,0.4850
2667.00,0.4831
2666.00,0.4810
2665.00,0.4788
2664.00,0.4766
2663.00,0.4743
2662.00,0.4721
2661.00,0.4700
2660.00,0.4679
2659.00,0.4657
2658.00,0.4636
2657.00,0.4616
2656.00,0.4597
2655.00,0.4578
2654.00,0.4559
2653.00,0.4543
2652.00,0.4529
2651.00,0.4515
2650.00,0.4501
2649.00,0.4486
2648.00,0.4471
2647.00,0.4458
2646.00,0.4445
2645.00,0.4433
2644.00,0.4422
2643.00,0.4412
2642.00,0.4401
2641.00,0.4391
2640.00,0.4381
2639.00,0.4371
2638.00,0.4361
2637.00,0.4352
2636.00,0.4344
2635.00,0.4336
2634.00,0.4328
2633.00,0.4319
2632.00,0.4310
2631.00,0.4302
2630.00,0.4296
2629.00,0.4290
2628.00,0.4284
2627.00,0.4278
2626.00,0.4271
2625.00,0.4266
2624.00,0.4261
2623.00,0.4255
2622.00,0.4248
2621.00,0.4239
2620.00,0.4230
2619.00,0.4220
2618.00,0.4212
2617.00,0.4204
2616.00,0.4197
2615.00,0.4189
2614.00,0.4181
2613.00,0.4172
2612.00,0.4163
2611.00,0.4152
